year	site	species	id	sex	infected	strain	strain.2	type
2009	kyrg	p.troch	97303	m	0	NA	NA	NA
2009	kyrg	p.troch	97304	m	0	NA	NA	NA
2009	kyrg	p.troch	97315	m	0	NA	NA	NA
2009	kyrg	p.troch	97316	m	0	NA	NA	NA
2009	kyrg	p.troch	97319	m	0	NA	NA	NA
2009	kyrg	p.troch	97321	m	0	NA	NA	NA
2009	kyrg	p.troch	97331	m	0	NA	NA	NA
2009	kyrg	p.troch	97342	m	0	NA	NA	NA
2009	kyrg	p.troch	97360	m	0	NA	NA	NA
2009	kyrg	p.troch	97383	m	0	NA	NA	NA
2009	kyrg	p.troch	97386	m	0	NA	NA	NA
2009	kyrg	p.troch	97387	m	0	NA	NA	NA
2009	kyrg	p.troch	97388	m	0	NA	NA	NA
2009	kyrg	p.troch	97389	m	0	NA	NA	NA
2009	kyrg	p.troch	97390	m	0	NA	NA	NA
2009	kyrg	p.troch	97391	m	0	NA	NA	NA
2009	kyrg	p.troch	97392	m	0	NA	NA	NA
2009	kyrg	p.troch	97393	m	0	NA	NA	NA
2009	kyrg	p.troch	303	m	0	NA	NA	NA
2009	kyrg	p.troch	6275	m	0	NA	NA	NA
2009	kyrg	p.troch	5042	m	0	NA	NA	NA
2009	kyrg	p.troch	5201	m	0	NA	NA	NA
2009	kyrg	p.troch	5233	m	0	NA	NA	NA
2009	kyrg	p.troch	97343	m	0	NA	NA	NA
2009	kyrg	p.troch	97349	m	0	NA	NA	NA
2009	kyrg	p.troch	97397	f	1	U	NA	NA
2009	kyrg	p.troch	5222	f	1	PLA1	PLA1	P
2009	kyrg	p.troch	97366	f	1	PLA1	PLA1	P
2009	kyrg	p.troch	382	m	1	PLA1	PLA1	P
2009	kyrg	p.troch	97332	f	1	PLA6	PLA2	P
2009	kyrg	p.troch	97307	f	1	PLA5	PLA5	P
2009	kyrg	p.troch	5299	m	1	PLA5	PLA5	P
2009	kyrg	p.troch	97324	m	1	PLA5	PLA5	P
2009	kyrg	p.troch	97329	m	1	PLA5	PLA5	P
2010	sib	p.troch	8419	m	1	HAE7	HAE4	H
2010	sib	p.troch	8575	f	0	NA	NA	NA
2010	sib	p.troch	8555	f	0	NA	NA	NA
2010	sib	p.troch	8436	f	0	NA	NA	NA
2010	sib	p.troch	8506	m	0	NA	NA	NA
2010	sib	p.troch	8423	m	0	NA	NA	NA
2010	sib	p.troch	8438	m	0	NA	NA	NA
2010	sib	p.troch	8503	m	0	NA	NA	NA
2010	sib	p.troch	8422	m	0	NA	NA	NA
2010	sib	p.troch	8519	m	0	NA	NA	NA
2010	sib	p.troch	8521	m	0	NA	NA	NA
2010	sib	p.troch	8425	m	0	NA	NA	NA
2010	sib	p.troch	8514	m	0	NA	NA	NA
2010	sib	p.troch	8504	m	0	NA	NA	NA
2010	sib	p.troch	8520	m	0	NA	NA	NA
2010	sib	p.troch	8517	m	0	NA	NA	NA
2010	sib	p.troch	8420	m	0	NA	NA	NA
2010	sib	p.troch	8510	m	0	NA	NA	NA
2010	sib	p.troch	8427	m	0	NA	NA	NA
2010	sib	p.troch	8509	m	0	NA	NA	NA
2010	sib	p.troch	8507	m	0	NA	NA	NA
2010	sib	p.troch	8424	m	0	NA	NA	NA
2010	sib	p.troch	8502	m	0	NA	NA	NA
2010	sib	p.troch	8400	m	0	NA	NA	NA
2010	sib	p.troch	8508	m	1	U	NA	NA
2010	sib	p.troch	8515	m	1	PLA1	PLA1	P
2010	sib	p.troch	8518	m	1	PLA1	PLA1	P
2010	sib	p.troch	8516	m	1	PLA1	PLA1	P
2010	sib	p.troch	8512	m	1	PLA1	PLA1	P
2010	sib	p.troch	8421	m	1	PLA1	PLA1	P
2010	sib	p.troch	8426	m	1	PLA1	PLA1	P
2010	sib	p.troch	8505	m	1	PLA5	PLA5	P
2010	sib	p.troch	8513	m	1	PLA5	PLA5	P
2010	sib	p.troch	8511	m	1	PLA5	PLA5	P
