ID,dap,altura,edad
59,30.2,157.5,114
59,28.3,153.3,104
59,25.6,146.8,94
59,23,140.1,84
59,20.3,126.6,74
59,16.6,105.8,64
59,12.5,85.4,54
59,8.3,57.3,44
59,4.1,29.3,34
59,2.2,16.8,24
59,1,6.8,14
