ID,dap,altura,edad
28,23.6,132.1,82
28,20.5,122.9,72
28,16.9,109.9,62
28,14.1,91,52
28,11.1,74.4,42
28,8,51.7,32
28,5.1,34.1,22
28,2.9,16,12
